### Cluster 21 — Symptoms (83)
Symptom,Frequency
gouty headache from abdominal plethora,brown spots on chest,1.0,1
gouty headache from abdominal plethora,acute attack of rheumatism in right knee,1.0,1
gouty headache from abdominal plethora,constant pain between shoulders,1.0,1
gouty headache from abdominal plethora,pain as from dislocation in shoulder joint,1.0,1
gouty headache from abdominal plethora,sense of bearing down in pelvis,1.0,1
gouty headache from abdominal plethora,patients fear joints will not bear exertion,1.0,1
gouty headache from abdominal plethora,pain as of a blow of a hammer,1.0,1
gouty headache from abdominal plethora,bruised pain in right hip joint,1.0,1
gouty headache from abdominal plethora,joints of elbows stiff,1.0,1
gouty headache from abdominal plethora,right knee semiflexed,1.0,1
gouty headache from abdominal plethora,pressing in right shoulder blade,1.0,1
gouty headache from abdominal plethora,pain in legs as if beaten,1.0,1
paralytic drawing in arms to fingers,pain extending to thighs,1.0,1
paralytic drawing in arms to fingers,has to walk crooked,1.0,1
paralytic drawing in arms to fingers,pains in small of back after exposure to wet,1.0,1
paralytic drawing in arms to fingers,tearing pains along sciatic nerve to calf,1.0,1
paralytic drawing in arms to fingers,burning pressure in spine,1.0,1
paralytic drawing in arms to fingers,hot flashes,1.0,1
paralytic drawing in arms to fingers,right knee swollen,1.0,1
paralytic drawing in arms to fingers,arthritic pains,1.0,1
paralytic drawing in arms to fingers,pains in thighs,1.0,1
paralytic drawing in arms to fingers,joints of wrists stiff,1.0,1
paralytic drawing in arms to fingers,gouty pains accompanied by vomiting,1.0,1
paralytic drawing in arms to fingers,right knee red,1.0,1
paralytic drawing in arms to fingers,hands sweat very profusely,1.0,1
paralytic drawing in arms to fingers,great weakness of joints,1.0,1
paralytic drawing in arms to fingers,great sensitiveness to all impressions,1.0,1
paralytic drawing in arms to fingers,puffy flabby make-up,1.0,1
paralytic drawing in arms to fingers,right knee painful,1.0,1
paralytic drawing in arms to fingers,cracking in ankle joints,1.0,1
paralytic drawing in arms to fingers,gouty pains boring in character,1.0,1
paralytic drawing in arms to fingers,constant dull heavy pain in sacrum,1.0,1
paralytic drawing in arms to fingers,indicated in women at climacteric period,1.0,1
paralytic drawing in arms to fingers,painful stitches in back if makes a misstep,1.0,1
paralytic drawing in arms to fingers,weakness especially of the knees,1.0,1
paralytic drawing in arms to fingers,stitches with coldness of feet,1.0,1
paralytic drawing in arms to fingers,arthritic affections of joints,1.0,1
paralytic drawing in arms to fingers,severe tearing pains in left thigh,1.0,1
paralytic drawing in arms to fingers,pains extending from other parts to back,1.0,1
paralytic drawing in arms to fingers,sticking drawing pains with coldness of feet,1.0,1
paralytic drawing in arms to fingers,stitches in joints of arm,1.0,1
paralytic drawing in arms to fingers,pains in small of back after exposure to cold weather,1.0,1
paralytic drawing in arms to fingers,aching in calves,1.0,1
paralytic drawing in arms to fingers,pain suddenly strikes when stooping,1.0,1
paralytic drawing in arms to fingers,sticking drawing pains with coldness of knees,1.0,1
paralytic drawing in arms to fingers,crick in back of long standing,1.0,1
paralytic drawing in arms to fingers,congestion of blood to chest,1.0,1
paralytic drawing in arms to fingers,pains extending to knees,1.0,1
paralytic drawing in arms to fingers,nervous headache from abdominal plethora,1.0,1
paralytic drawing in arms to fingers,faint sinking emptiness at pit of stomach,1.0,1
paralytic drawing in arms to fingers,burning pressure extending across back,1.0,1
paralytic drawing in arms to fingers,grating on motion,1.0,1
paralytic drawing in arms to fingers,stitches in right shoulder blade,1.0,1
paralytic drawing in arms to fingers,tearing pains in toes,1.0,1
paralytic drawing in arms to fingers,tearing in arms to fingers,1.0,1
paralytic drawing in arms to fingers,stiffness of legs to hip joint,1.0,1
paralytic drawing in arms to fingers,sudden stitch in back while lifting,1.0,1
paralytic drawing in arms to fingers,congestive headache of a rheumatic character,1.0,1
paralytic drawing in arms to fingers,pressing dragging pain over hips,1.0,1
paralytic drawing in arms to fingers,stitches in back when coughing,1.0,1
paralytic drawing in arms to fingers,tension in tendo achillis,1.0,1
paralytic drawing in arms to fingers,worse on flexion,1.0,1
paralytic drawing in arms to fingers,pains in hips,1.0,1
paralytic drawing in arms to fingers,stitches with coldness of knees,1.0,1
paralytic drawing in arms to fingers,soreness in sacral region,1.0,1
paralytic drawing in arms to fingers,gouty pains causing patient to scream,1.0,1
paralytic drawing in arms to fingers,pressing dragging pain over sacrum,1.0,1
paralytic drawing in arms to fingers,constant pain down back,1.0,1
paralytic drawing in arms to fingers,catching when stretching,1.0,1
paralytic drawing in arms to fingers,throbbing in small of back,1.0,1
paralytic drawing in arms to fingers,pain extending to legs,1.0,1
paralytic drawing in arms to fingers,aching extending to knees,1.0,1
paralytic drawing in arms to fingers,pain after exertion,1.0,1
paralytic drawing in arms to fingers,severe pain in back across hips,1.0,1
paralytic drawing in arms to fingers,tensive pain in metacarpal joints of fingers,1.0,1
paralytic drawing in arms to fingers,weakness of joints,1.0,1
paralytic drawing in arms to fingers,yellow or dirty brown blotched skin,1.0,1
paralytic drawing in arms to fingers,right knee stiff,1.0,1
paralytic drawing in arms to fingers,sense of bearing down in abdomen,1.0,1
paralytic drawing in arms to fingers,aching deep as if in bones,1.0,1
paralytic drawing in arms to fingers,gouty headache from abdominal plethora,1.0,1
paralytic drawing in arms to fingers,pain in small of back with weakness,1.0,1
paralytic drawing in arms to fingers,brown spots on chest,1.0,1
paralytic drawing in arms to fingers,acute attack of rheumatism in right knee,1.0,1
paralytic drawing in arms to fingers,constant pain between shoulders,1.0,1
paralytic drawing in arms to fingers,pain as from dislocation in shoulder joint,1.0,1
paralytic drawing in arms to fingers,sense of bearing down in pelvis,1.0,1
paralytic drawing in arms to fingers,patients fear joints will not bear exertion,1.0,1
paralytic drawing in arms to fingers,pain as of a blow of a hammer,1.0,1
paralytic drawing in arms to fingers,bruised pain in right hip joint,1.0,1
paralytic drawing in arms to fingers,joints of elbows stiff,1.0,1
paralytic drawing in arms to fingers,right knee semiflexed,1.0,1
paralytic drawing in arms to fingers,pressing in right shoulder blade,1.0,1
paralytic drawing in arms to fingers,pain in legs as if beaten,1.0,1
pains in thighs,paralytic drawing in arms to fingers,1.0,1
pains in thighs,pain extending to thighs,1.0,1
pains in thighs,has to walk crooked,1.0,1
pains in thighs,pains in small of back after exposure to wet,1.0,1
pains in thighs,tearing pains along sciatic nerve to calf,1.0,1
pains in thighs,burning pressure in spine,1.0,1
pains in thighs,hot flashes,1.0,1
pains in thighs,right knee swollen,1.0,1
pains in thighs,arthritic pains,1.0,1
pains in thighs,joints of wrists stiff,1.0,1
pains in thighs,gouty pains accompanied by vomiting,1.0,1
pains in thighs,right knee red,1.0,1
pains in thighs,hands sweat very profusely,1.0,1
pains in thighs,great weakness of joints,1.0,1
pains in thighs,great sensitiveness to all impressions,1.0,1
pains in thighs,puffy flabby make-up,1.0,1
pains in thighs,right knee painful,1.0,1
pains in thighs,cracking in ankle joints,1.0,1
pains in thighs,gouty pains boring in character,1.0,1
pains in thighs,constant dull heavy pain in sacrum,1.0,1
pains in thighs,indicated in women at climacteric period,1.0,1
pains in thighs,painful stitches in back if makes a misstep,1.0,1
pains in thighs,weakness especially of the knees,1.0,1
pains in thighs,stitches with coldness of feet,1.0,1
pains in thighs,arthritic affections of joints,1.0,1
pains in thighs,severe tearing pains in left thigh,1.0,1
pains in thighs,pains extending from other parts to back,1.0,1
pains in thighs,sticking drawing pains with coldness of feet,1.0,1
pains in thighs,stitches in joints of arm,1.0,1
pains in thighs,pains in small of back after exposure to cold weather,1.0,1
pains in thighs,aching in calves,1.0,1
pains in thighs,pain suddenly strikes when stooping,1.0,1
pains in thighs,sticking drawing pains with coldness of knees,1.0,1
pains in thighs,crick in back of long standing,1.0,1
pains in thighs,congestion of blood to chest,1.0,1
pains in thighs,pains extending to knees,1.0,1
pains in thighs,nervous headache from abdominal plethora,1.0,1
pains in thighs,faint sinking emptiness at pit of stomach,1.0,1
pains in thighs,burning pressure extending across back,1.0,1
pains in thighs,grating on motion,1.0,1
pains in thighs,stitches in right shoulder blade,1.0,1
pains in thighs,tearing pains in toes,1.0,1
pains in thighs,tearing in arms to fingers,1.0,1
pains in thighs,stiffness of legs to hip joint,1.0,1
pains in thighs,sudden stitch in back while lifting,1.0,1
pains in thighs,congestive headache of a rheumatic character,1.0,1
pains in thighs,pressing dragging pain over hips,1.0,1
pains in thighs,stitches in back when coughing,1.0,1
pains in thighs,tension in tendo achillis,1.0,1
pains in thighs,worse on flexion,1.0,1
pains in thighs,pains in hips,1.0,1
pains in thighs,stitches with coldness of knees,1.0,1
pains in thighs,soreness in sacral region,1.0,1
pains in thighs,gouty pains causing patient to scream,1.0,1
pains in thighs,pressing dragging pain over sacrum,1.0,1
pains in thighs,constant pain down back,1.0,1
pains in thighs,catching when stretching,1.0,1
pains in thighs,throbbing in small of back,1.0,1
pains in thighs,pain extending to legs,1.0,1
pains in thighs,aching extending to knees,1.0,1
pains in thighs,pain after exertion,1.0,1
pains in thighs,severe pain in back across hips,1.0,1
pains in thighs,tensive pain in metacarpal joints of fingers,1.0,1
pains in thighs,weakness of joints,1.0,1
pains in thighs,yellow or dirty brown blotched skin,1.0,1
pains in thighs,right knee stiff,1.0,1
pains in thighs,sense of bearing down in abdomen,1.0,1
pains in thighs,aching deep as if in bones,1.0,1
pains in thighs,gouty headache from abdominal plethora,1.0,1
pains in thighs,pain in small of back with weakness,1.0,1
pains in thighs,brown spots on chest,1.0,1
pains in thighs,acute attack of rheumatism in right knee,1.0,1
pains in thighs,constant pain between shoulders,1.0,1
pains in thighs,pain as from dislocation in shoulder joint,1.0,1
pains in thighs,sense of bearing down in pelvis,1.0,1
pains in thighs,patients fear joints will not bear exertion,1.0,1
pains in thighs,pain as of a blow of a hammer,1.0,1
pains in thighs,bruised pain in right hip joint,1.0,1
pains in thighs,joints of elbows stiff,1.0,1
pains in thighs,right knee semiflexed,1.0,1
pains in thighs,pressing in right shoulder blade,1.0,1
pains in thighs,pain in legs as if beaten,1.0,1
faint sinking emptiness at pit of stomach,paralytic drawing in arms to fingers,1.0,1
faint sinking emptiness at pit of stomach,pain extending to thighs,1.0,1
faint sinking emptiness at pit of stomach,has to walk crooked,1.0,1
faint sinking emptiness at pit of stomach,pains in small of back after exposure to wet,1.0,1
faint sinking emptiness at pit of stomach,tearing pains along sciatic nerve to calf,1.0,1
faint sinking emptiness at pit of stomach,burning pressure in spine,1.0,1
faint sinking emptiness at pit of stomach,hot flashes,1.0,1
faint sinking emptiness at pit of stomach,right knee swollen,1.0,1
faint sinking emptiness at pit of stomach,arthritic pains,1.0,1
faint sinking emptiness at pit of stomach,pains in thighs,1.0,1
faint sinking emptiness at pit of stomach,joints of wrists stiff,1.0,1
faint sinking emptiness at pit of stomach,gouty pains accompanied by vomiting,1.0,1
faint sinking emptiness at pit of stomach,right knee red,1.0,1
faint sinking emptiness at pit of stomach,hands sweat very profusely,1.0,1
faint sinking emptiness at pit of stomach,great weakness of joints,1.0,1
faint sinking emptiness at pit of stomach,great sensitiveness to all impressions,1.0,1
faint sinking emptiness at pit of stomach,puffy flabby make-up,1.0,1
faint sinking emptiness at pit of stomach,right knee painful,1.0,1
faint sinking emptiness at pit of stomach,cracking in ankle joints,1.0,1
faint sinking emptiness at pit of stomach,gouty pains boring in character,1.0,1
faint sinking emptiness at pit of stomach,constant dull heavy pain in sacrum,1.0,1
faint sinking emptiness at pit of stomach,indicated in women at climacteric period,1.0,1
faint sinking emptiness at pit of stomach,painful stitches in back if makes a misstep,1.0,1
faint sinking emptiness at pit of stomach,weakness especially of the knees,1.0,1
faint sinking emptiness at pit of stomach,stitches with coldness of feet,1.0,1
faint sinking emptiness at pit of stomach,arthritic affections of joints,1.0,1
faint sinking emptiness at pit of stomach,severe tearing pains in left thigh,1.0,1
faint sinking emptiness at pit of stomach,pains extending from other parts to back,1.0,1
faint sinking emptiness at pit of stomach,sticking drawing pains with coldness of feet,1.0,1
faint sinking emptiness at pit of stomach,stitches in joints of arm,1.0,1
faint sinking emptiness at pit of stomach,pains in small of back after exposure to cold weather,1.0,1
faint sinking emptiness at pit of stomach,aching in calves,1.0,1
faint sinking emptiness at pit of stomach,pain suddenly strikes when stooping,1.0,1
faint sinking emptiness at pit of stomach,sticking drawing pains with coldness of knees,1.0,1
faint sinking emptiness at pit of stomach,crick in back of long standing,1.0,1
faint sinking emptiness at pit of stomach,congestion of blood to chest,1.0,1
faint sinking emptiness at pit of stomach,pains extending to knees,1.0,1
faint sinking emptiness at pit of stomach,nervous headache from abdominal plethora,1.0,1
faint sinking emptiness at pit of stomach,burning pressure extending across back,1.0,1
faint sinking emptiness at pit of stomach,grating on motion,1.0,1
faint sinking emptiness at pit of stomach,stitches in right shoulder blade,1.0,1
faint sinking emptiness at pit of stomach,tearing pains in toes,1.0,1
faint sinking emptiness at pit of stomach,tearing in arms to fingers,1.0,1
faint sinking emptiness at pit of stomach,stiffness of legs to hip joint,1.0,1
faint sinking emptiness at pit of stomach,sudden stitch in back while lifting,1.0,1
faint sinking emptiness at pit of stomach,congestive headache of a rheumatic character,1.0,1
faint sinking emptiness at pit of stomach,pressing dragging pain over hips,1.0,1
faint sinking emptiness at pit of stomach,stitches in back when coughing,1.0,1
faint sinking emptiness at pit of stomach,tension in tendo achillis,1.0,1
faint sinking emptiness at pit of stomach,worse on flexion,1.0,1
faint sinking emptiness at pit of stomach,pains in hips,1.0,1
faint sinking emptiness at pit of stomach,stitches with coldness of knees,1.0,1
faint sinking emptiness at pit of stomach,soreness in sacral region,1.0,1
faint sinking emptiness at pit of stomach,gouty pains causing patient to scream,1.0,1
faint sinking emptiness at pit of stomach,pressing dragging pain over sacrum,1.0,1
faint sinking emptiness at pit of stomach,constant pain down back,1.0,1
faint sinking emptiness at pit of stomach,catching when stretching,1.0,1
faint sinking emptiness at pit of stomach,throbbing in small of back,1.0,1
faint sinking emptiness at pit of stomach,pain extending to legs,1.0,1
faint sinking emptiness at pit of stomach,aching extending to knees,1.0,1
faint sinking emptiness at pit of stomach,pain after exertion,1.0,1
faint sinking emptiness at pit of stomach,severe pain in back across hips,1.0,1
faint sinking emptiness at pit of stomach,tensive pain in metacarpal joints of fingers,1.0,1
faint sinking emptiness at pit of stomach,weakness of joints,1.0,1
faint sinking emptiness at pit of stomach,yellow or dirty brown blotched skin,1.0,1
faint sinking emptiness at pit of stomach,right knee stiff,1.0,1
faint sinking emptiness at pit of stomach,sense of bearing down in abdomen,1.0,1
faint sinking emptiness at pit of stomach,aching deep as if in bones,1.0,1
faint sinking emptiness at pit of stomach,gouty headache from abdominal plethora,1.0,1
faint sinking emptiness at pit of stomach,pain in small of back with weakness,1.0,1
faint sinking emptiness at pit of stomach,brown spots on chest,1.0,1
faint sinking emptiness at pit of stomach,acute attack of rheumatism in right knee,1.0,1
faint sinking emptiness at pit of stomach,constant pain between shoulders,1.0,1
faint sinking emptiness at pit of stomach,pain as from dislocation in shoulder joint,1.0,1
faint sinking emptiness at pit of stomach,sense of bearing down in pelvis,1.0,1
faint sinking emptiness at pit of stomach,patients fear joints will not bear exertion,1.0,1
faint sinking emptiness at pit of stomach,pain as of a blow of a hammer,1.0,1
faint sinking emptiness at pit of stomach,bruised pain in right hip joint,1.0,1
faint sinking emptiness at pit of stomach,joints of elbows stiff,1.0,1
faint sinking emptiness at pit of stomach,right knee semiflexed,1.0,1
faint sinking emptiness at pit of stomach,pressing in right shoulder blade,1.0,1
faint sinking emptiness at pit of stomach,pain in legs as if beaten,1.0,1
severe pain in back across hips,paralytic drawing in arms to fingers,1.0,1
severe pain in back across hips,pain extending to thighs,1.0,1
severe pain in back across hips,has to walk crooked,1.0,1
severe pain in back across hips,pains in small of back after exposure to wet,1.0,1
severe pain in back across hips,tearing pains along sciatic nerve to calf,1.0,1
severe pain in back across hips,burning pressure in spine,1.0,1
severe pain in back across hips,hot flashes,1.0,1
severe pain in back across hips,right knee swollen,1.0,1
severe pain in back across hips,arthritic pains,1.0,1
severe pain in back across hips,pains in thighs,1.0,1
severe pain in back across hips,joints of wrists stiff,1.0,1
severe pain in back across hips,gouty pains accompanied by vomiting,1.0,1
severe pain in back across hips,right knee red,1.0,1
severe pain in back across hips,hands sweat very profusely,1.0,1
severe pain in back across hips,great weakness of joints,1.0,1
severe pain in back across hips,great sensitiveness to all impressions,1.0,1
severe pain in back across hips,puffy flabby make-up,1.0,1
severe pain in back across hips,right knee painful,1.0,1
severe pain in back across hips,cracking in ankle joints,1.0,1
severe pain in back across hips,gouty pains boring in character,1.0,1
severe pain in back across hips,constant dull heavy pain in sacrum,1.0,1
severe pain in back across hips,indicated in women at climacteric period,1.0,1
severe pain in back across hips,painful stitches in back if makes a misstep,1.0,1
severe pain in back across hips,weakness especially of the knees,1.0,1
severe pain in back across hips,stitches with coldness of feet,1.0,1
severe pain in back across hips,arthritic affections of joints,1.0,1
severe pain in back across hips,severe tearing pains in left thigh,1.0,1
severe pain in back across hips,pains extending from other parts to back,1.0,1
severe pain in back across hips,sticking drawing pains with coldness of feet,1.0,1
severe pain in back across hips,stitches in joints of arm,1.0,1
severe pain in back across hips,pains in small of back after exposure to cold weather,1.0,1
severe pain in back across hips,aching in calves,1.0,1
severe pain in back across hips,pain suddenly strikes when stooping,1.0,1
severe pain in back across hips,sticking drawing pains with coldness of knees,1.0,1
severe pain in back across hips,crick in back of long standing,1.0,1
