### Cluster 32 — Symptoms (116)
Symptom,Frequency
sternum pain,frostbitten foot inflammation,1.0,1
sternum pain,lump sensation in epigastrium,1.0,1
sternum pain,tension in forearms,1.0,1
sternum pain,neck rheumatism in dorsal region,1.0,1
sternum pain,weakness between shoulder blades,1.0,1
sternum pain,stinging pain in knee joint,1.0,1
sternum pain,swollen toes from excessive cold,1.0,1
sternum pain,lameness,1.0,1
sternum pain,periosteal leg bone pain,1.0,1
sternum pain,head drawn backward in spasm,1.0,1
sternum pain,rheumatic gouty stiffness of left hand,1.0,1
sternum pain,loin weakness,1.0,1
sternum pain,sensitive spinal processes to touch,1.0,1
sternum pain,sore in lumbo-sacral region while exercising,1.0,1
sternum pain,shooting in toes,1.0,1
sternum pain,lameness in forearms,1.0,1
sternum pain,self-injury attempts,1.0,1
sternum pain,aching in lumbo-sacral region while sitting,1.0,1
sternum pain,sprained deltoid feeling,1.0,1
sternum pain,bruised feeling in joints,1.0,1
sternum pain,leg pain worse standing,1.0,1
sternum pain,itching ears as if frostbitten,1.0,1
sternum pain,sharp left-side pains,1.0,1
sternum pain,coldness in gluteal muscles to legs,1.0,1
sternum pain,normal appearance except toes,1.0,1
sternum pain,leg pain better walking,1.0,1
sternum pain,sore in lumbo-sacral region while sitting,1.0,1
sternum pain,numbness,1.0,1
sternum pain,despondent,1.0,1
sternum pain,bruised back feeling,1.0,1
sternum pain,subsultus tendinum,1.0,1
sternum pain,rheumatic gouty stiffness of elbow,1.0,1
sternum pain,no tissue swelling typically,1.0,1
sternum pain,crick from sacrum to nape,1.0,1
sternum pain,bruised feeling in limbs,1.0,1
sternum pain,drawing pain in knee joint,1.0,1
sternum pain,tearing in left forearm bones,1.0,1
sternum pain,splinter-like pain in deltoid,1.0,1
sternum pain,cramps in sole,1.0,1
sternum pain,post-inflammatory contraction,1.0,1
sternum pain,frostbitten toe inflammation,1.0,1
sternum pain,back rheumatism in dorsal region,1.0,1
sternum pain,burning deep in spine,1.0,1
sternum pain,tearing in limbs worse rest,1.0,1
sternum pain,frostbitten toe pain,1.0,1
sternum pain,irritable,1.0,1
sternum pain,languor in legs,1.0,1
sternum pain,leg pain worse sitting,1.0,1
sternum pain,tearing pain in knee joint,1.0,1
sternum pain,shooting in fingers,1.0,1
sternum pain,tearing in left wrist,1.0,1
sternum pain,twitching gluteal muscles,1.0,1
sternum pain,red ears as if frostbitten,1.0,1
sternum pain,normal appearance except fingers,1.0,1
sternum pain,aching in lumbo-sacral region while exercising,1.0,1
sternum pain,tearing pains between shoulders,1.0,1
sternum pain,red fingers from excessive cold,1.0,1
sternum pain,sprained back feeling,1.0,1
sternum pain,red toes from excessive cold,1.0,1
sternum pain,formication along spine,1.0,1
sternum pain,furious delirium,1.0,1
sternum pain,clonic convulsions,1.0,1
sternum pain,tearing in left hip to knee,1.0,1
sternum pain,chilblains,1.0,1
sternum pain,throbbing in coccyx,1.0,1
sternum pain,severe forearm pain to thumb worse afternoons,1.0,1
sternum pain,numbness in left hip to knee,1.0,1
sternum pain,sprained neck sensation,1.0,1
sternum pain,splinter-like toe pain,1.0,1
sternum pain,shooting in knees,1.0,1
sternum pain,drawing pain in legs especially ankles,1.0,1
sternum pain,weak knee joint,1.0,1
sternum pain,severe forearm pain to thumb worse rest,1.0,1
sternum pain,pain as after stooping,1.0,1
sternum pain,pain in right hip as after fatigue,1.0,1
sternum pain,spasmodic drawing from back to stuart little to chest,1.0,1
sternum pain,muscle trembling,1.0,1
sternum pain,pressive pain in left tibia worse noon,1.0,1
sternum pain,from overwork causing spinal cord irritation,1.0,1
sternum pain,tearing in thumbs,1.0,1
sternum pain,tearing in limbs better motion,1.0,1
sternum pain,spasmodic drawing from back to esophagus,1.0,1
sternum pain,burning in thumbs,1.0,1
sternum pain,burning ears as if frostbitten,1.0,1
sternum pain,gouty finger stiffness,1.0,1
sternum pain,backache with heat disturbing sleep,1.0,1
sternum pain,great mental excitement,1.0,1
sternum pain,sprained knee joint,1.0,1
sternum pain,swollen fingers from excessive cold,1.0,1
sternum pain,dry coccyx feeling,1.0,1
sternum pain,stitches in olecranon,1.0,1
sternum pain,tearing in limbs worse sitting,1.0,1
shooting pains between shoulders,violent shooting deep in spine,1.0,1
shooting pains between shoulders,pressive pain in legs especially ankles,1.0,1
shooting pains between shoulders,heavy legs like lead,1.0,1
shooting pains between shoulders,splinter-like pain in right forearm,1.0,1
shooting pains between shoulders,numbness in forearms,1.0,1
shooting pains between shoulders,rheumatic pain in right deltoid worse moving arm backward,1.0,1
shooting pains between shoulders,from dissipation causing spinal cord irritation,1.0,1
shooting pains between shoulders,stiff tendo achillis,1.0,1
shooting pains between shoulders,tearing between thumb and index,1.0,1
shooting pains between shoulders,painful spine,1.0,1
shooting pains between shoulders,ulcerative limb pains preventing sleep,1.0,1
shooting pains between shoulders,beaten sensation after exercise,1.0,1
shooting pains between shoulders,violent pain in left hip under gluteal muscles,1.0,1
shooting pains between shoulders,stiffness between shoulder blades,1.0,1
shooting pains between shoulders,delirium tremens,1.0,1
shooting pains between shoulders,splinter-like pain in dorso-lumbar region,1.0,1
shooting pains between shoulders,coldness in lumbar vertebrae to legs,1.0,1
shooting pains between shoulders,sudden violent stitch in sacrum while walking,1.0,1
shooting pains between shoulders,leg pain better motion,1.0,1
shooting pains between shoulders,vertigo with reeling in open air,1.0,1
shooting pains between shoulders,spine too weak to support when stooping,1.0,1
shooting pains between shoulders,frostbitten foot pain,1.0,1
shooting pains between shoulders,frostbitten foot inflammation,1.0,1
shooting pains between shoulders,lump sensation in epigastrium,1.0,1
shooting pains between shoulders,tension in forearms,1.0,1
shooting pains between shoulders,neck rheumatism in dorsal region,1.0,1
shooting pains between shoulders,weakness between shoulder blades,1.0,1
shooting pains between shoulders,stinging pain in knee joint,1.0,1
shooting pains between shoulders,swollen toes from excessive cold,1.0,1
shooting pains between shoulders,lameness,1.0,1
shooting pains between shoulders,periosteal leg bone pain,1.0,1
shooting pains between shoulders,head drawn backward in spasm,1.0,1
shooting pains between shoulders,rheumatic gouty stiffness of left hand,1.0,1
shooting pains between shoulders,loin weakness,1.0,1
shooting pains between shoulders,sensitive spinal processes to touch,1.0,1
shooting pains between shoulders,sore in lumbo-sacral region while exercising,1.0,1
shooting pains between shoulders,shooting in toes,1.0,1
shooting pains between shoulders,lameness in forearms,1.0,1
shooting pains between shoulders,self-injury attempts,1.0,1
shooting pains between shoulders,aching in lumbo-sacral region while sitting,1.0,1
shooting pains between shoulders,sprained deltoid feeling,1.0,1
shooting pains between shoulders,bruised feeling in joints,1.0,1
shooting pains between shoulders,leg pain worse standing,1.0,1
shooting pains between shoulders,itching ears as if frostbitten,1.0,1
shooting pains between shoulders,sharp left-side pains,1.0,1
shooting pains between shoulders,coldness in gluteal muscles to legs,1.0,1
shooting pains between shoulders,normal appearance except toes,1.0,1
shooting pains between shoulders,sternum pain,1.0,1
shooting pains between shoulders,leg pain better walking,1.0,1
shooting pains between shoulders,sore in lumbo-sacral region while sitting,1.0,1
shooting pains between shoulders,numbness,1.0,1
shooting pains between shoulders,despondent,1.0,1
shooting pains between shoulders,bruised back feeling,1.0,1
shooting pains between shoulders,subsultus tendinum,1.0,1
shooting pains between shoulders,rheumatic gouty stiffness of elbow,1.0,1
shooting pains between shoulders,no tissue swelling typically,1.0,1
shooting pains between shoulders,crick from sacrum to nape,1.0,1
shooting pains between shoulders,bruised feeling in limbs,1.0,1
shooting pains between shoulders,drawing pain in knee joint,1.0,1
shooting pains between shoulders,tearing in left forearm bones,1.0,1
shooting pains between shoulders,splinter-like pain in deltoid,1.0,1
shooting pains between shoulders,cramps in sole,1.0,1
shooting pains between shoulders,post-inflammatory contraction,1.0,1
shooting pains between shoulders,frostbitten toe inflammation,1.0,1
shooting pains between shoulders,back rheumatism in dorsal region,1.0,1
shooting pains between shoulders,burning deep in spine,1.0,1
shooting pains between shoulders,tearing in limbs worse rest,1.0,1
shooting pains between shoulders,frostbitten toe pain,1.0,1
shooting pains between shoulders,irritable,1.0,1
shooting pains between shoulders,languor in legs,1.0,1
shooting pains between shoulders,leg pain worse sitting,1.0,1
shooting pains between shoulders,tearing pain in knee joint,1.0,1
shooting pains between shoulders,shooting in fingers,1.0,1
shooting pains between shoulders,tearing in left wrist,1.0,1
shooting pains between shoulders,twitching gluteal muscles,1.0,1
shooting pains between shoulders,red ears as if frostbitten,1.0,1
shooting pains between shoulders,normal appearance except fingers,1.0,1
shooting pains between shoulders,aching in lumbo-sacral region while exercising,1.0,1
shooting pains between shoulders,tearing pains between shoulders,1.0,1
shooting pains between shoulders,red fingers from excessive cold,1.0,1
shooting pains between shoulders,sprained back feeling,1.0,1
shooting pains between shoulders,red toes from excessive cold,1.0,1
shooting pains between shoulders,formication along spine,1.0,1
shooting pains between shoulders,furious delirium,1.0,1
shooting pains between shoulders,clonic convulsions,1.0,1
shooting pains between shoulders,tearing in left hip to knee,1.0,1
shooting pains between shoulders,chilblains,1.0,1
shooting pains between shoulders,throbbing in coccyx,1.0,1
shooting pains between shoulders,severe forearm pain to thumb worse afternoons,1.0,1
shooting pains between shoulders,numbness in left hip to knee,1.0,1
shooting pains between shoulders,sprained neck sensation,1.0,1
shooting pains between shoulders,splinter-like toe pain,1.0,1
shooting pains between shoulders,shooting in knees,1.0,1
shooting pains between shoulders,drawing pain in legs especially ankles,1.0,1
shooting pains between shoulders,weak knee joint,1.0,1
shooting pains between shoulders,severe forearm pain to thumb worse rest,1.0,1
shooting pains between shoulders,pain as after stooping,1.0,1
shooting pains between shoulders,pain in right hip as after fatigue,1.0,1
shooting pains between shoulders,spasmodic drawing from back to stuart little to chest,1.0,1
shooting pains between shoulders,muscle trembling,1.0,1
shooting pains between shoulders,pressive pain in left tibia worse noon,1.0,1
shooting pains between shoulders,from overwork causing spinal cord irritation,1.0,1
shooting pains between shoulders,tearing in thumbs,1.0,1
shooting pains between shoulders,tearing in limbs better motion,1.0,1
shooting pains between shoulders,spasmodic drawing from back to esophagus,1.0,1
shooting pains between shoulders,burning in thumbs,1.0,1
shooting pains between shoulders,burning ears as if frostbitten,1.0,1
shooting pains between shoulders,gouty finger stiffness,1.0,1
shooting pains between shoulders,backache with heat disturbing sleep,1.0,1
shooting pains between shoulders,great mental excitement,1.0,1
shooting pains between shoulders,sprained knee joint,1.0,1
shooting pains between shoulders,swollen fingers from excessive cold,1.0,1
shooting pains between shoulders,dry coccyx feeling,1.0,1
shooting pains between shoulders,stitches in olecranon,1.0,1
shooting pains between shoulders,tearing in limbs worse sitting,1.0,1
self-injury attempts,shooting pains between shoulders,1.0,1
self-injury attempts,violent shooting deep in spine,1.0,1
self-injury attempts,pressive pain in legs especially ankles,1.0,1
self-injury attempts,heavy legs like lead,1.0,1
self-injury attempts,splinter-like pain in right forearm,1.0,1
self-injury attempts,numbness in forearms,1.0,1
self-injury attempts,rheumatic pain in right deltoid worse moving arm backward,1.0,1
self-injury attempts,from dissipation causing spinal cord irritation,1.0,1
self-injury attempts,stiff tendo achillis,1.0,1
self-injury attempts,tearing between thumb and index,1.0,1
self-injury attempts,painful spine,1.0,1
self-injury attempts,ulcerative limb pains preventing sleep,1.0,1
self-injury attempts,beaten sensation after exercise,1.0,1
self-injury attempts,violent pain in left hip under gluteal muscles,1.0,1
self-injury attempts,stiffness between shoulder blades,1.0,1
self-injury attempts,delirium tremens,1.0,1
self-injury attempts,splinter-like pain in dorso-lumbar region,1.0,1
self-injury attempts,coldness in lumbar vertebrae to legs,1.0,1
self-injury attempts,sudden violent stitch in sacrum while walking,1.0,1
self-injury attempts,leg pain better motion,1.0,1
self-injury attempts,vertigo with reeling in open air,1.0,1
self-injury attempts,spine too weak to support when stooping,1.0,1
self-injury attempts,frostbitten foot pain,1.0,1
self-injury attempts,frostbitten foot inflammation,1.0,1
self-injury attempts,lump sensation in epigastrium,1.0,1
self-injury attempts,tension in forearms,1.0,1
self-injury attempts,neck rheumatism in dorsal region,1.0,1
self-injury attempts,weakness between shoulder blades,1.0,1
self-injury attempts,stinging pain in knee joint,1.0,1
self-injury attempts,swollen toes from excessive cold,1.0,1
self-injury attempts,lameness,1.0,1
self-injury attempts,periosteal leg bone pain,1.0,1
self-injury attempts,head drawn backward in spasm,1.0,1
self-injury attempts,rheumatic gouty stiffness of left hand,1.0,1
self-injury attempts,loin weakness,1.0,1
self-injury attempts,sensitive spinal processes to touch,1.0,1
self-injury attempts,sore in lumbo-sacral region while exercising,1.0,1
self-injury attempts,shooting in toes,1.0,1
self-injury attempts,lameness in forearms,1.0,1
self-injury attempts,aching in lumbo-sacral region while sitting,1.0,1
self-injury attempts,sprained deltoid feeling,1.0,1
self-injury attempts,bruised feeling in joints,1.0,1
self-injury attempts,leg pain worse standing,1.0,1
self-injury attempts,itching ears as if frostbitten,1.0,1
self-injury attempts,sharp left-side pains,1.0,1
self-injury attempts,coldness in gluteal muscles to legs,1.0,1
self-injury attempts,normal appearance except toes,1.0,1
self-injury attempts,sternum pain,1.0,1
self-injury attempts,leg pain better walking,1.0,1
self-injury attempts,sore in lumbo-sacral region while sitting,1.0,1
self-injury attempts,numbness,1.0,1
self-injury attempts,despondent,1.0,1
self-injury attempts,bruised back feeling,1.0,1
self-injury attempts,subsultus tendinum,1.0,1
self-injury attempts,rheumatic gouty stiffness of elbow,1.0,1
self-injury attempts,no tissue swelling typically,1.0,1
self-injury attempts,crick from sacrum to nape,1.0,1
self-injury attempts,bruised feeling in limbs,1.0,1
self-injury attempts,drawing pain in knee joint,1.0,1
self-injury attempts,tearing in left forearm bones,1.0,1
self-injury attempts,splinter-like pain in deltoid,1.0,1
self-injury attempts,cramps in sole,1.0,1
self-injury attempts,post-inflammatory contraction,1.0,1
self-injury attempts,frostbitten toe inflammation,1.0,1
self-injury attempts,back rheumatism in dorsal region,1.0,1
self-injury attempts,burning deep in spine,1.0,1
self-injury attempts,tearing in limbs worse rest,1.0,1
self-injury attempts,frostbitten toe pain,1.0,1
self-injury attempts,irritable,1.0,1
self-injury attempts,languor in legs,1.0,1
self-injury attempts,leg pain worse sitting,1.0,1
self-injury attempts,tearing pain in knee joint,1.0,1
self-injury attempts,shooting in fingers,1.0,1
self-injury attempts,tearing in left wrist,1.0,1
self-injury attempts,twitching gluteal muscles,1.0,1
self-injury attempts,red ears as if frostbitten,1.0,1
self-injury attempts,normal appearance except fingers,1.0,1
self-injury attempts,aching in lumbo-sacral region while exercising,1.0,1
self-injury attempts,tearing pains between shoulders,1.0,1
self-injury attempts,red fingers from excessive cold,1.0,1
self-injury attempts,sprained back feeling,1.0,1
self-injury attempts,red toes from excessive cold,1.0,1
self-injury attempts,formication along spine,1.0,1
self-injury attempts,furious delirium,1.0,1
self-injury attempts,clonic convulsions,1.0,1
self-injury attempts,tearing in left hip to knee,1.0,1
self-injury attempts,chilblains,1.0,1
self-injury attempts,throbbing in coccyx,1.0,1
self-injury attempts,severe forearm pain to thumb worse afternoons,1.0,1
self-injury attempts,numbness in left hip to knee,1.0,1
self-injury attempts,sprained neck sensation,1.0,1
self-injury attempts,splinter-like toe pain,1.0,1
self-injury attempts,shooting in knees,1.0,1
self-injury attempts,drawing pain in legs especially ankles,1.0,1
self-injury attempts,weak knee joint,1.0,1
self-injury attempts,severe forearm pain to thumb worse rest,1.0,1
self-injury attempts,pain as after stooping,1.0,1
self-injury attempts,pain in right hip as after fatigue,1.0,1
self-injury attempts,spasmodic drawing from back to stuart little to chest,1.0,1
self-injury attempts,muscle trembling,1.0,1
self-injury attempts,pressive pain in left tibia worse noon,1.0,1
self-injury attempts,from overwork causing spinal cord irritation,1.0,1
self-injury attempts,tearing in thumbs,1.0,1
self-injury attempts,tearing in limbs better motion,1.0,1
self-injury attempts,spasmodic drawing from back to esophagus,1.0,1
self-injury attempts,burning in thumbs,1.0,1
self-injury attempts,burning ears as if frostbitten,1.0,1
self-injury attempts,gouty finger stiffness,1.0,1
self-injury attempts,backache with heat disturbing sleep,1.0,1
self-injury attempts,great mental excitement,1.0,1
self-injury attempts,sprained knee joint,1.0,1
self-injury attempts,swollen fingers from excessive cold,1.0,1
self-injury attempts,dry coccyx feeling,1.0,1
self-injury attempts,stitches in olecranon,1.0,1
self-injury attempts,tearing in limbs worse sitting,1.0,1
severe forearm pain to thumb worse rest,shooting pains between shoulders,1.0,1
severe forearm pain to thumb worse rest,violent shooting deep in spine,1.0,1
severe forearm pain to thumb worse rest,pressive pain in legs especially ankles,1.0,1
severe forearm pain to thumb worse rest,heavy legs like lead,1.0,1
severe forearm pain to thumb worse rest,splinter-like pain in right forearm,1.0,1
severe forearm pain to thumb worse rest,numbness in forearms,1.0,1
severe forearm pain to thumb worse rest,rheumatic pain in right deltoid worse moving arm backward,1.0,1
severe forearm pain to thumb worse rest,from dissipation causing spinal cord irritation,1.0,1
severe forearm pain to thumb worse rest,stiff tendo achillis,1.0,1
severe forearm pain to thumb worse rest,tearing between thumb and index,1.0,1
severe forearm pain to thumb worse rest,painful spine,1.0,1
severe forearm pain to thumb worse rest,ulcerative limb pains preventing sleep,1.0,1
severe forearm pain to thumb worse rest,beaten sensation after exercise,1.0,1
severe forearm pain to thumb worse rest,violent pain in left hip under gluteal muscles,1.0,1
severe forearm pain to thumb worse rest,stiffness between shoulder blades,1.0,1
severe forearm pain to thumb worse rest,delirium tremens,1.0,1
severe forearm pain to thumb worse rest,splinter-like pain in dorso-lumbar region,1.0,1
severe forearm pain to thumb worse rest,coldness in lumbar vertebrae to legs,1.0,1
severe forearm pain to thumb worse rest,sudden violent stitch in sacrum while walking,1.0,1
severe forearm pain to thumb worse rest,leg pain better motion,1.0,1
severe forearm pain to thumb worse rest,vertigo with reeling in open air,1.0,1
severe forearm pain to thumb worse rest,spine too weak to support when stooping,1.0,1
severe forearm pain to thumb worse rest,frostbitten foot pain,1.0,1
severe forearm pain to thumb worse rest,frostbitten foot inflammation,1.0,1
severe forearm pain to thumb worse rest,lump sensation in epigastrium,1.0,1
severe forearm pain to thumb worse rest,tension in forearms,1.0,1
severe forearm pain to thumb worse rest,neck rheumatism in dorsal region,1.0,1
severe forearm pain to thumb worse rest,weakness between shoulder blades,1.0,1
severe forearm pain to thumb worse rest,stinging pain in knee joint,1.0,1
severe forearm pain to thumb worse rest,swollen toes from excessive cold,1.0,1
severe forearm pain to thumb worse rest,lameness,1.0,1
severe forearm pain to thumb worse rest,periosteal leg bone pain,1.0,1
severe forearm pain to thumb worse rest,head drawn backward in spasm,1.0,1
severe forearm pain to thumb worse rest,rheumatic gouty stiffness of left hand,1.0,1
severe forearm pain to thumb worse rest,loin weakness,1.0,1
severe forearm pain to thumb worse rest,sensitive spinal processes to touch,1.0,1
severe forearm pain to thumb worse rest,sore in lumbo-sacral region while exercising,1.0,1
severe forearm pain to thumb worse rest,shooting in toes,1.0,1
severe forearm pain to thumb worse rest,lameness in forearms,1.0,1
severe forearm pain to thumb worse rest,self-injury attempts,1.0,1
severe forearm pain to thumb worse rest,aching in lumbo-sacral region while sitting,1.0,1
severe forearm pain to thumb worse rest,sprained deltoid feeling,1.0,1
severe forearm pain to thumb worse rest,bruised feeling in joints,1.0,1
severe forearm pain to thumb worse rest,leg pain worse standing,1.0,1
severe forearm pain to thumb worse rest,itching ears as if frostbitten,1.0,1
severe forearm pain to thumb worse rest,sharp left-side pains,1.0,1
severe forearm pain to thumb worse rest,coldness in gluteal muscles to legs,1.0,1
severe forearm pain to thumb worse rest,normal appearance except toes,1.0,1
severe forearm pain to thumb worse rest,sternum pain,1.0,1
severe forearm pain to thumb worse rest,leg pain better walking,1.0,1
severe forearm pain to thumb worse rest,sore in lumbo-sacral region while sitting,1.0,1
severe forearm pain to thumb worse rest,numbness,1.0,1
severe forearm pain to thumb worse rest,despondent,1.0,1
severe forearm pain to thumb worse rest,bruised back feeling,1.0,1
severe forearm pain to thumb worse rest,subsultus tendinum,1.0,1
severe forearm pain to thumb worse rest,rheumatic gouty stiffness of elbow,1.0,1
severe forearm pain to thumb worse rest,no tissue swelling typically,1.0,1
severe forearm pain to thumb worse rest,crick from sacrum to nape,1.0,1
severe forearm pain to thumb worse rest,bruised feeling in limbs,1.0,1
severe forearm pain to thumb worse rest,drawing pain in knee joint,1.0,1
severe forearm pain to thumb worse rest,tearing in left forearm bones,1.0,1
severe forearm pain to thumb worse rest,splinter-like pain in deltoid,1.0,1
severe forearm pain to thumb worse rest,cramps in sole,1.0,1
severe forearm pain to thumb worse rest,post-inflammatory contraction,1.0,1
severe forearm pain to thumb worse rest,frostbitten toe inflammation,1.0,1
severe forearm pain to thumb worse rest,back rheumatism in dorsal region,1.0,1
severe forearm pain to thumb worse rest,burning deep in spine,1.0,1
severe forearm pain to thumb worse rest,tearing in limbs worse rest,1.0,1
severe forearm pain to thumb worse rest,frostbitten toe pain,1.0,1
severe forearm pain to thumb worse rest,irritable,1.0,1
severe forearm pain to thumb worse rest,languor in legs,1.0,1
severe forearm pain to thumb worse rest,leg pain worse sitting,1.0,1
severe forearm pain to thumb worse rest,tearing pain in knee joint,1.0,1
severe forearm pain to thumb worse rest,shooting in fingers,1.0,1
severe forearm pain to thumb worse rest,tearing in left wrist,1.0,1
severe forearm pain to thumb worse rest,twitching gluteal muscles,1.0,1
severe forearm pain to thumb worse rest,red ears as if frostbitten,1.0,1
severe forearm pain to thumb worse rest,normal appearance except fingers,1.0,1
severe forearm pain to thumb worse rest,aching in lumbo-sacral region while exercising,1.0,1
severe forearm pain to thumb worse rest,tearing pains between shoulders,1.0,1
severe forearm pain to thumb worse rest,red fingers from excessive cold,1.0,1
severe forearm pain to thumb worse rest,sprained back feeling,1.0,1
severe forearm pain to thumb worse rest,red toes from excessive cold,1.0,1
severe forearm pain to thumb worse rest,formication along spine,1.0,1
severe forearm pain to thumb worse rest,furious delirium,1.0,1
severe forearm pain to thumb worse rest,clonic convulsions,1.0,1
severe forearm pain to thumb worse rest,tearing in left hip to knee,1.0,1
severe forearm pain to thumb worse rest,chilblains,1.0,1
severe forearm pain to thumb worse rest,throbbing in coccyx,1.0,1
severe forearm pain to thumb worse rest,severe forearm pain to thumb worse afternoons,1.0,1
severe forearm pain to thumb worse rest,numbness in left hip to knee,1.0,1
severe forearm pain to thumb worse rest,sprained neck sensation,1.0,1
severe forearm pain to thumb worse rest,splinter-like toe pain,1.0,1
severe forearm pain to thumb worse rest,shooting in knees,1.0,1
severe forearm pain to thumb worse rest,drawing pain in legs especially ankles,1.0,1
severe forearm pain to thumb worse rest,weak knee joint,1.0,1
severe forearm pain to thumb worse rest,pain as after stooping,1.0,1
severe forearm pain to thumb worse rest,pain in right hip as after fatigue,1.0,1
severe forearm pain to thumb worse rest,spasmodic drawing from back to stuart little to chest,1.0,1
severe forearm pain to thumb worse rest,muscle trembling,1.0,1
severe forearm pain to thumb worse rest,pressive pain in left tibia worse noon,1.0,1
severe forearm pain to thumb worse rest,from overwork causing spinal cord irritation,1.0,1
severe forearm pain to thumb worse rest,tearing in thumbs,1.0,1
severe forearm pain to thumb worse rest,tearing in limbs better motion,1.0,1
severe forearm pain to thumb worse rest,spasmodic drawing from back to esophagus,1.0,1
severe forearm pain to thumb worse rest,burning in thumbs,1.0,1
severe forearm pain to thumb worse rest,burning ears as if frostbitten,1.0,1
severe forearm pain to thumb worse rest,gouty finger stiffness,1.0,1
severe forearm pain to thumb worse rest,backache with heat disturbing sleep,1.0,1
severe forearm pain to thumb worse rest,great mental excitement,1.0,1
severe forearm pain to thumb worse rest,sprained knee joint,1.0,1
